,train_loss,train_beta_loss,train_rec,val1_loss,val1_beta_loss,val1_rec,val2_loss,val2_beta_loss,val2_rec
0,204.18821748097739,204.18821748097739,209.88092025121054,169.4100160598755,169.4100160598755,173.16958904266357,168.75021982192993,168.75021982192993,173.2388515472412
1,169.79291598002115,169.79291598002115,173.4376319249471,167.25992488861084,167.25992488861084,171.19225311279297,165.86780214309692,165.86780214309692,171.1813187599182
2,164.95132557551065,164.95132557551065,168.73074769973755,161.20496082305908,161.20496082305908,164.6798210144043,159.64880514144897,159.64880514144897,164.56599044799805
3,159.2554233868917,159.2554233868917,161.67376295725504,155.3028039932251,155.3028039932251,157.3775658607483,153.22780513763428,153.22780513763428,157.32338905334473
4,154.46548446019492,154.46548446019492,155.04575935999551,151.58520364761353,151.58520364761353,152.03978157043457,149.1958465576172,149.1958465576172,151.95416975021362
5,151.57082986831665,151.57082986831665,151.15459410349527,149.23503828048706,149.23503828048706,148.4275689125061,146.85328102111816,146.85328102111816,148.4506711959839
6,149.5869550704956,149.5869550704956,148.01211802164713,147.19363689422607,147.19363689422607,144.80965757369995,144.95954513549805,144.95954513549805,144.89455318450928
7,147.4043148358663,147.4043148358663,144.5222136179606,145.2005157470703,145.2005157470703,141.91413688659668,143.01619911193848,143.01619911193848,141.66133880615234
8,145.44555552800497,145.44555552800497,141.36880668004355,143.95564794540405,143.95564794540405,139.33008766174316,141.5939221382141,141.5939221382141,139.30519819259644
9,143.73824389775595,143.73824389775595,138.50302759806314,141.41892910003662,141.41892910003662,135.34499979019165,139.54469680786133,139.54469680786133,135.49568796157837
10,141.55168374379477,141.55168374379477,135.13122828801474,139.77482986450195,139.77482986450195,132.782954454422,137.53037929534912,137.53037929534912,132.29636883735657
11,139.53997675577799,139.53997675577799,131.96885307629904,138.00865268707275,138.00865268707275,130.017569065094,136.11860370635986,136.11860370635986,130.2563009262085
12,137.82660134633383,137.82660134633383,129.44098281860352,136.5785412788391,136.5785412788391,127.95139861106873,134.6961522102356,134.6961522102356,128.04613637924194
13,136.33489592870077,136.33489592870077,126.9945068359375,135.303879737854,135.303879737854,126.58986401557922,133.27807903289795,133.27807903289795,126.50793790817261
14,135.09410365422568,135.09410365422568,125.07081508636475,133.96260595321655,133.96260595321655,123.64287948608398,131.97999382019043,131.97999382019043,123.66045594215393
15,133.85279965400696,133.85279965400696,123.32721503575642,132.9942672252655,132.9942672252655,122.5940728187561,130.902836561203,130.902836561203,122.29649257659912
16,132.73995264371237,132.73995264371237,121.59682003657024,132.04387140274048,132.04387140274048,120.87307047843933,130.2713496685028,130.2713496685028,121.07687735557556
17,131.8596455256144,131.8596455256144,119.98710632324219,131.00020956993103,131.00020956993103,118.9546263217926,129.31328129768372,129.31328129768372,119.20026326179504
18,130.88217663764954,130.88217663764954,118.58691596984863,130.1583535671234,130.1583535671234,117.37084221839905,128.2906847000122,128.2906847000122,117.30171012878418
19,129.98201298713684,129.98201298713684,117.26720094680786,129.16301321983337,129.16301321983337,115.98444271087646,127.65701532363892,127.65701532363892,116.271812915802
20,129.1393920580546,129.1393920580546,116.13216304779053,128.82920455932617,128.82920455932617,116.32757449150085,127.11147093772888,127.11147093772888,116.55068850517273
21,128.45447444915771,128.45447444915771,115.03667147954305,128.44483184814453,128.44483184814453,115.1535873413086,126.47716474533081,126.47716474533081,114.97150659561157
22,127.81296785672505,127.81296785672505,114.08664536476135,127.66106510162354,127.66106510162354,114.62522149085999,125.99458837509155,125.99458837509155,114.65461874008179
23,127.34978540738423,127.34978540738423,113.37735382715861,127.11763143539429,127.11763143539429,113.37141466140747,125.4317409992218,125.4317409992218,113.43260502815247
24,126.79638131459554,126.79638131459554,112.55760327974956,126.69103789329529,126.69103789329529,112.94614219665527,124.97355103492737,124.97355103492737,112.97924137115479
25,126.2790367603302,126.2790367603302,111.81318815549214,126.28148293495178,126.28148293495178,111.79581379890442,124.36820077896118,124.36820077896118,111.72335648536682
26,125.75352708498637,125.75352708498637,111.11764844258626,126.12007904052734,126.12007904052734,111.57356357574463,124.40320348739624,124.40320348739624,111.9073383808136
27,125.3796997865041,125.3796997865041,110.51346079508464,125.29140520095825,125.29140520095825,110.63704204559326,123.63434195518494,123.63434195518494,110.6665587425232
28,125.02095143000285,125.02095143000285,110.07761240005493,125.16044640541077,125.16044640541077,110.99145293235779,123.40669894218445,123.40669894218445,111.17908501625061
29,124.79551283518474,124.79551283518474,109.69861340522766,124.65227246284485,124.65227246284485,109.81725001335144,123.0963499546051,123.0963499546051,110.2047598361969
30,124.42372520764668,124.42372520764668,109.21238954861958,124.58982110023499,124.58982110023499,109.85439991950989,122.89049005508423,122.89049005508423,109.91695713996887
31,123.95360104242961,123.95360104242961,108.51328611373901,124.43225264549255,124.43225264549255,109.02783036231995,122.43614649772644,122.43614649772644,109.06646537780762
32,123.78421545028687,123.78421545028687,108.08996184666951,124.37013745307922,124.37013745307922,109.55219912528992,122.41958665847778,122.41958665847778,109.52853631973267
33,123.52394914627075,123.52394914627075,107.74903535842896,123.84753727912903,123.84753727912903,108.47730040550232,122.02107524871826,122.02107524871826,108.57364511489868
34,122.94894409179688,122.94894409179688,107.11925896008809,123.81059217453003,123.81059217453003,108.17533135414124,121.92041730880737,121.92041730880737,108.01231813430786
35,122.90995264053345,122.90995264053345,106.93341541290283,123.53589057922363,123.53589057922363,107.19831442832947,121.66493606567383,121.66493606567383,107.12122368812561
36,122.58101646105449,122.58101646105449,106.47298995653789,123.11392951011658,123.11392951011658,107.25430417060852,121.21969389915466,121.21969389915466,107.23615336418152
37,122.41639629999797,122.41639629999797,106.121959288915,123.31140351295471,123.31140351295471,107.46486210823059,121.28241658210754,121.28241658210754,107.29003238677979
38,121.96599618593852,121.96599618593852,105.570952018102,122.85587000846863,122.85587000846863,106.73312592506409,121.0327980518341,121.0327980518341,106.556321144104
39,121.9731125831604,121.9731125831604,105.35540167490642,122.78777241706848,122.78777241706848,106.41927218437195,120.98045825958252,120.98045825958252,106.58181285858154
40,121.67902167638142,121.67902167638142,105.12782589594524,122.38710045814514,122.38710045814514,105.9949402809143,120.64827084541321,120.64827084541321,106.31140446662903
41,121.34214369455974,121.34214369455974,104.68739946683247,122.11520004272461,122.11520004272461,105.78800106048584,120.31522345542908,120.31522345542908,106.00878524780273
42,121.25451064109802,121.25451064109802,104.36323968569438,122.06807041168213,122.06807041168213,105.9777479171753,120.18033194541931,120.18033194541931,105.76740288734436
43,120.897607644399,120.897607644399,104.02753138542175,121.75523662567139,121.75523662567139,105.34033036231995,120.00943779945374,120.00943779945374,105.3824691772461
