,train_loss,train_log_PxGz,train_log_PzL,train_log_rest,val_loss,val_log_PxGz,val_log_PzL,val_log_rest
0,320.77888707325116,183.45979972769177,45.38895773167052,91.93012961388888,267.98891005685675,169.84500731215647,29.998078726968274,68.14582387449242
1,302.1486743420715,175.35707499319872,41.874579661465816,84.91701974755988,267.98891005685675,169.84500731215647,29.998078726968274,68.14582387449242
2,285.62122544477864,171.54939446468077,38.41061569294071,75.66121516183861,267.98891005685675,169.84500731215647,29.998078726968274,68.14582387449242
3,269.7015540064086,168.9215284791162,36.18979009660879,64.59023534546701,267.98891005685675,169.84500731215647,29.998078726968274,68.14582387449242
4,248.95564703120507,160.22081460839973,35.05293464410008,53.68189777870529,267.98891005685675,169.84500731215647,29.998078726968274,68.14582387449242
5,229.03289688651728,150.08256394415116,34.5244664005475,44.42586654181863,183.1913563724563,132.73975022508222,32.01910032490968,18.43250582246441
6,213.12206554036885,143.8157818326812,34.293015072756155,35.013268634931485,183.1913563724563,132.73975022508222,32.01910032490968,18.43250582246441
7,199.37994898070488,138.40084306513904,34.22751688111314,26.751589034452703,183.1913563724563,132.73975022508222,32.01910032490968,18.43250582246441
8,187.06365521665316,133.52515249966635,34.246693574802634,19.291809142184164,183.1913563724563,132.73975022508222,32.01910032490968,18.43250582246441
9,176.8583555284217,129.7904797627954,34.2962489284761,12.771626837150183,183.1913563724563,132.73975022508222,32.01910032490968,18.43250582246441
10,168.36765974047307,126.53685197065757,34.35873166458992,7.472076105225572,130.6309871748973,112.91674189511023,33.06864861348872,-15.354403333701635
11,160.82917336502777,123.25614988349584,34.4096477272946,3.1633757542373315,130.6309871748973,112.91674189511023,33.06864861348872,-15.354403333701635
12,154.49193371485788,120.64730231426705,34.44986500783913,-0.6052336072483138,130.6309871748973,112.91674189511023,33.06864861348872,-15.354403333701635
13,149.2076453510941,118.354718943933,34.47942803441773,-3.6265016272566166,130.6309871748973,112.91674189511023,33.06864861348872,-15.354403333701635
14,144.62778666392262,116.21776966791742,34.50235866090471,-6.092341664899508,130.6309871748973,112.91674189511023,33.06864861348872,-15.354403333701635
15,140.44123053331413,114.19627754321706,34.50849643361396,-8.263543443516895,109.20605535092561,103.41440145017602,33.16092265735973,-27.369268756610133
16,136.8001023140906,112.37564489938583,34.50795623538685,-10.08349882068208,109.20605535092561,103.41440145017602,33.16092265735973,-27.369268756610133
