,train_loss,train_beta_loss,train_rec,val1_loss,val1_beta_loss,val1_rec,val2_loss,val2_beta_loss,val2_rec
0,344.33290036519367,189.2539267539978,189.2539267539978,371.25944995880127,139.49308156967163,139.49308156967163,351.49042987823486,138.81707525253296,139.38856172561646
1,306.90555159250897,128.0899918874105,124.44069615999858,288.4626274108887,115.10300827026367,111.56505680084229,273.9551181793213,114.22246074676514,111.32886505126953
2,244.7674298286438,110.1987722714742,104.59174633026123,233.97000169754028,103.15354514122009,97.7028603553772,222.31077814102173,102.04493927955627,97.55145525932312
3,214.95352125167847,101.00690619150798,93.73371807734172,213.18961191177368,97.77841758728027,90.41174530982971,202.639554977417,96.43109893798828,90.41156053543091
4,198.5631659825643,96.34110991160075,87.45223538080852,198.1987762451172,94.93465757369995,85.95517039299011,188.4039945602417,93.29932832717896,85.90086078643799
5,187.6805124282837,93.34848578770955,82.86714847882588,187.94104957580566,92.81015849113464,82.24005722999573,178.4537878036499,90.94168543815613,82.27677297592163
6,180.417867342631,92.84809398651123,80.90676188468933,180.15136003494263,92.75165390968323,80.83351230621338,170.8106336593628,90.46529793739319,80.65799379348755
7,174.14285580317178,92.10667324066162,78.75194573402405,175.1855115890503,93.42986869812012,80.12080812454224,166.08452463150024,90.66787552833557,79.99827599525452
8,168.95922088623047,91.73822784423828,77.02946766217549,171.8367075920105,93.81202840805054,78.9501850605011,163.1263222694397,91.12495732307434,78.95747327804565
9,164.91732994715372,92.1481675306956,76.17444809277852,165.95829677581787,93.61349153518677,77.73292279243469,157.40810585021973,90.67907309532166,77.66785001754761
10,161.20417054494223,92.50545867284139,75.33077994982402,162.5797348022461,93.15006828308105,75.79265093803406,154.56527519226074,90.54360246658325,75.9798755645752
11,158.20436747868857,93.2040634950002,74.87064417203267,160.37486362457275,94.40574479103088,75.79906749725342,152.20457792282104,91.51210474967957,75.88479399681091
12,155.32657718658447,93.93243948618571,74.54481792449951,157.2952060699463,95.925940990448,76.54617500305176,149.0187225341797,92.5036768913269,76.6309826374054
13,152.9374934832255,94.8239456017812,74.40567151705424,154.40245389938354,96.63013458251953,76.3317539691925,146.48476457595825,93.04670906066895,76.29476618766785
14,150.63064193725586,95.6198050181071,74.22669943173726,153.25721216201782,97.51572322845459,75.83847689628601,145.40091180801392,94.0140016078949,75.9396493434906
15,148.72301769256592,96.72553793589275,74.4409008026123,150.5202670097351,98.49109935760498,76.19288396835327,142.4487223625183,94.80341458320618,76.238450050354
16,146.8924798965454,97.5578585465749,74.34156632423401,148.25319719314575,98.52350878715515,75.12130403518677,140.71344375610352,94.92698431015015,74.97730445861816
17,145.21231969197592,98.58716678619385,74.56814908981323,147.27625179290771,101.43502449989319,77.8198492527008,139.54502964019775,97.06080532073975,77.9196789264679
18,143.54118220011392,99.45377588272095,74.65460920333862,145.2860713005066,100.93521332740784,75.98785352706909,137.74981307983398,96.92444157600403,75.98525476455688
19,141.8750425974528,100.12791236241658,74.54096253712972,142.44818687438965,101.16688418388367,75.86544227600098,135.14776706695557,97.25625038146973,75.85277581214905
