,train_loss,train_log_PxGz,train_log_PzL,train_log_rest,val_loss,val_log_PxGz,val_log_PzL,val_log_rest
0,344.06948198877404,183.52234065172394,22.695200472717687,137.85194100218283,284.05435892338807,169.83022257084903,14.896435157112453,99.32770134243569
1,322.6980831030947,175.2673608326254,20.928284109970274,126.50243818806912,284.05435892338807,169.83022257084903,14.896435157112453,99.32770134243569
2,301.9934439740576,171.42466270657312,19.205125116957316,111.36365612295705,284.05435892338807,169.83022257084903,14.896435157112453,99.32770134243569
3,280.67515341399064,168.87331714204043,18.132977231260043,93.6688591334259,284.05435892338807,169.83022257084903,14.896435157112453,99.32770134243569
4,254.01821067298758,160.19323199118014,17.594172822348234,76.23080583690187,284.05435892338807,169.83022257084903,14.896435157112453,99.32770134243569
5,228.60353806203673,150.14836160707412,17.360123420043625,61.09505302739989,171.3754138569587,133.19885854004872,15.922509317812713,22.254045953863695
6,207.37281346164457,143.1851388678131,17.259081380595987,46.92859326336293,171.3754138569587,133.19885854004872,15.922509317812713,22.254045953863695
7,189.6351643987147,137.8014826530226,17.204617829893014,34.62906391830545,171.3754138569587,133.19885854004872,15.922509317812713,22.254045953863695
8,173.6553754167394,133.00259372345252,17.15049406796028,23.50228762532659,171.3754138569587,133.19885854004872,15.922509317812713,22.254045953863695
9,159.67503982523894,128.85729436084884,17.086735428397823,13.731010035992295,171.3754138569587,133.19885854004872,15.922509317812713,22.254045953863695
10,147.75200215965,125.41753245089276,17.01299917744901,5.321470531308228,104.59255396424545,112.51619189718495,16.0543835756807,-23.978021501081262
11,136.7166966502206,122.17415102583976,16.924708219771315,-2.3821625953904904,104.59255396424545,112.51619189718495,16.0543835756807,-23.978021501081262
12,127.47501218898537,119.4819841622993,16.833537113024278,-8.840509086338198,104.59255396424545,112.51619189718495,16.0543835756807,-23.978021501081262
13,118.60202380266828,117.20793961914704,16.713836547109675,-15.319752363588432,104.59255396424545,112.51619189718495,16.0543835756807,-23.978021501081262
14,111.31169117389935,115.34275099043778,16.578408473111327,-20.609468289649755,104.59255396424545,112.51619189718495,16.0543835756807,-23.978021501081262
15,104.84360626461314,113.56107501758069,16.404952489123552,-25.122421242091097,70.97353764108047,103.90984836020489,15.526212892042318,-48.462523584780484
16,99.33802314186848,111.95165717868078,16.20470735246656,-28.818341401810716,70.97353764108047,103.90984836020489,15.526212892042318,-48.462523584780484
17,94.82876265095975,110.28952892569143,15.999081596595072,-31.459847847516215,70.97353764108047,103.90984836020489,15.526212892042318,-48.462523584780484
18,91.20101284072214,108.84254345286065,15.810967916571357,-33.45249852996305,70.97353764108047,103.90984836020489,15.526212892042318,-48.462523584780484
19,88.73026284657702,107.51692845348303,15.677615443917674,-34.46428113478712,70.97353764108047,103.90984836020489,15.526212892042318,-48.462523584780484
20,86.27617183590061,106.15494892255705,15.566380339132502,-35.445157403231605,55.55696719625722,97.9415421316275,15.201902336753875,-57.58647727212416
21,84.87479808672029,105.10147848643079,15.507328800396913,-35.73400918256281,55.55696719625722,97.9415421316275,15.201902336753875,-57.58647727212416
22,82.58802758817134,103.99769396788187,15.459099976367925,-36.86876635357209,55.55696719625722,97.9415421316275,15.201902336753875,-57.58647727212416
23,81.6855031939593,103.06264597107014,15.463883675664233,-36.84102644650914,55.55696719625722,97.9415421316275,15.201902336753875,-57.58647727212416
24,79.61051361946176,102.27939407208277,15.454867738931783,-38.12374817526137,55.55696719625722,97.9415421316275,15.201902336753875,-57.58647727212416
25,80.61236797839051,101.69411706109868,15.48112916883752,-36.56287831295179,52.37965356879555,94.32867308002216,15.232349931015799,-57.18136937439206
26,78.77385457022588,100.8719636112569,15.490876722899749,-37.58898578523493,52.37965356879555,94.32867308002216,15.232349931015799,-57.18136937439206
27,78.84148214994373,100.24689573871949,15.556365956771389,-36.96177946784963,52.37965356879555,94.32867308002216,15.232349931015799,-57.18136937439206
28,77.3375122782122,99.80331756752204,15.547721021905366,-38.01352626986009,52.37965356879555,94.32867308002216,15.232349931015799,-57.18136937439206
29,75.88899659045266,99.34520161010903,15.555785817009705,-39.011990809095984,52.37965356879555,94.32867308002216,15.232349931015799,-57.18136937439206
30,76.69196010293848,98.86747679541209,15.561573518560062,-37.73709026366746,50.079872802312195,92.4324963535716,15.269021181249807,-57.62164472497028
31,74.74670951031197,98.48128907533263,15.580473170487233,-39.31505274428018,50.079872802312195,92.4324963535716,15.269021181249807,-57.62164472497028
32,77.10471397630488,98.19069667620666,15.598163681180656,-36.68414630589128,50.079872802312195,92.4324963535716,15.269021181249807,-57.62164472497028
33,73.46792766957026,97.82473453115696,15.626222254568894,-39.98302913745975,50.079872802312195,92.4324963535716,15.269021181249807,-57.62164472497028
34,76.13501039723059,97.4521786242371,15.631635906505208,-36.94880407461199,50.079872802312195,92.4324963535716,15.269021181249807,-57.62164472497028
35,73.41712250878713,97.27444116138754,15.64126155316908,-39.49858018947807,48.79851255303786,91.18723149356164,15.327887101606889,-57.71660604966959
36,74.76463182527038,96.9786891661555,15.640618053591675,-37.85467541327458,48.79851255303786,91.18723149356164,15.327887101606889,-57.71660604966959
37,74.26272067697853,96.7009131974209,15.662796638328361,-38.10098916628984,48.79851255303786,91.18723149356164,15.327887101606889,-57.71660604966959
38,73.00640196430543,96.26787929058702,15.667533685280679,-38.92901101406864,48.79851255303786,91.18723149356164,15.327887101606889,-57.71660604966959
39,74.0193711329697,96.09236699428884,15.687996777849035,-37.760992709346574,48.79851255303786,91.18723149356164,15.327887101606889,-57.71660604966959
