,train_loss,train_log_PxGz,train_log_Pz,val_loss,val_log_PxGz,val_log_Pz
0,193.72523354168163,182.3884452589238,11.336788299049248,181.5608879360757,172.4557961324458,9.105091781013098
1,187.72315381484967,176.89018313674828,10.83297057534016,181.5608879360757,172.4557961324458,9.105091781013098
2,185.2381458858936,174.88208252434347,10.356063311422702,181.5608879360757,172.4557961324458,9.105091781013098
3,181.4186791960106,171.29387810164462,10.124800966541025,181.5608879360757,172.4557961324458,9.105091781013098
4,178.8593823787574,168.88807295249106,9.971309589180464,181.5608879360757,172.4557961324458,9.105091781013098
5,176.66583490559682,166.815581312944,9.850253724237309,166.95178729272172,157.4603488605484,9.49143836432295
6,173.68065100931776,163.88218743102465,9.798463397834366,166.95178729272172,157.4603488605484,9.49143836432295
7,169.90229229920797,160.09673182002504,9.805560538082648,166.95178729272172,157.4603488605484,9.49143836432295
8,166.29731726427116,156.45170972225074,9.845607449284678,166.95178729272172,157.4603488605484,9.49143836432295
9,163.04960092953095,153.1509211135443,9.898679826012108,166.95178729272172,157.4603488605484,9.49143836432295
10,160.25552225802167,150.2916037901629,9.963918456580103,151.42791392209503,141.32916980487084,10.098744426320193
11,157.8042135551944,147.77549735631956,10.028716321687034,151.42791392209503,141.32916980487084,10.098744426320193
12,155.874321134269,145.78186548461113,10.092455589504969,151.42791392209503,141.32916980487084,10.098744426320193
13,154.1514815381886,143.9927997163028,10.158681971014877,151.42791392209503,141.32916980487084,10.098744426320193
14,152.61629250485072,142.3905616389311,10.225730817045395,151.42791392209503,141.32916980487084,10.098744426320193
15,151.45967512093142,141.16651799205724,10.293157098797712,145.8697534493307,135.1818687227875,10.687884975327805
16,150.11754235206234,139.75510564896814,10.3624368873125,145.8697534493307,135.1818687227875,10.687884975327805
17,149.1035358664554,138.67257742562214,10.43095881804217,145.8697534493307,135.1818687227875,10.687884975327805
18,148.05848363006632,137.56221701061835,10.496266585611952,145.8697534493307,135.1818687227875,10.687884975327805
19,147.1127638948418,136.54588568508234,10.566878425307406,145.8697534493307,135.1818687227875,10.687884975327805
20,146.30933018206923,135.67846760893934,10.630862435279475,144.0382418726744,132.8620059348849,11.1762357191606
21,145.32702202615224,134.62995009353378,10.697071764691588,144.0382418726744,132.8620059348849,11.1762357191606
22,144.5914735831663,133.82913205000168,10.762341833929195,144.0382418726744,132.8620059348849,11.1762357191606
23,143.96096611273586,133.13168383083269,10.829282467374664,144.0382418726744,132.8620059348849,11.1762357191606
24,143.2313333980044,132.3381748374909,10.893158641970581,144.0382418726744,132.8620059348849,11.1762357191606
25,142.51971058588617,131.564192652859,10.955517899191175,143.21599991990644,131.87429257720828,11.341707248461576
26,141.85960159602521,130.84350915775977,11.016092359314767,143.21599991990644,131.87429257720828,11.341707248461576
27,141.3253364412606,130.2489466422804,11.076389978185746,143.21599991990644,131.87429257720828,11.341707248461576
28,140.60998544179188,129.47504390962177,11.134941357977286,143.21599991990644,131.87429257720828,11.341707248461576
29,140.27790011432262,129.08187367944305,11.196026573983191,143.21599991990644,131.87429257720828,11.341707248461576
30,139.63995144777635,128.38559840198573,11.25435299441003,143.33274973993716,131.75804858905053,11.574701331820883
31,139.1911705207574,127.88106891767424,11.310101472751853,143.33274973993716,131.75804858905053,11.574701331820883
32,138.80432681310506,127.4377675802103,11.366559160209986,143.33274973993716,131.75804858905053,11.574701331820883
33,138.2631403839071,126.84223572058058,11.42090478864512,143.33274973993716,131.75804858905053,11.574701331820883
34,137.8449610385569,126.37152462531954,11.47343612876421,143.33274973993716,131.75804858905053,11.574701331820883
35,137.3416467734298,125.81605443565981,11.525592688661995,143.97328961036894,132.12246535229588,11.850824525704969
36,137.1571407343179,125.58003844412805,11.577102069629163,143.97328961036894,132.12246535229588,11.850824525704969
37,136.69863762272797,125.0691751287112,11.629462582992975,143.97328961036894,132.12246535229588,11.850824525704969
38,136.23413995249044,124.55275406505369,11.681385991451148,143.97328961036894,132.12246535229588,11.850824525704969
39,135.88190782023165,124.14852485205591,11.733382978201226,143.97328961036894,132.12246535229588,11.850824525704969
40,135.5816672747458,123.80130487108669,11.780362447520593,144.29922645176822,132.42787315157562,11.87135316826138
41,135.36724185818284,123.53969478732496,11.827547330267326,144.29922645176822,132.42787315157562,11.87135316826138
42,134.96199178006427,123.0857695931674,11.87622228213898,144.29922645176822,132.42787315157562,11.87135316826138
43,134.67458667329043,122.74956686894622,11.925019938435097,144.29922645176822,132.42787315157562,11.87135316826138
44,134.41888707445423,122.44854472657855,11.970342248874017,144.29922645176822,132.42787315157562,11.87135316826138
45,134.13828840017632,122.1238746592939,12.014413515308997,145.56267837102234,133.5555165407686,12.007162060191037
46,133.92960105023778,121.87603482059674,12.053566232147418,145.56267837102234,133.5555165407686,12.007162060191037
47,133.6945756268094,121.59392615780723,12.100649296062535,145.56267837102234,133.5555165407686,12.007162060191037
48,133.43349409667326,121.29324132290212,12.140252808860348,145.56267837102234,133.5555165407686,12.007162060191037
49,133.20125527701458,121.01449359387512,12.186761525238078,145.56267837102234,133.5555165407686,12.007162060191037
50,132.96506298731882,120.73899562600094,12.226067333747773,146.09314739845487,133.9421078828955,12.151039070762664
51,132.88190560459935,120.61708064837462,12.264825058985947,146.09314739845487,133.9421078828955,12.151039070762664
52,132.5546206500621,120.24519539631306,12.309425365282577,146.09314739845487,133.9421078828955,12.151039070762664
53,132.32039823795273,119.97766599517301,12.342732087384698,146.09314739845487,133.9421078828955,12.151039070762664
54,132.12016092869362,119.73847390975651,12.381686933720472,146.09314739845487,133.9421078828955,12.151039070762664
