,train_loss,train_log_PxGz,train_log_Pz,val_loss,val_log_PxGz,val_log_Pz
0,299.7534064453125,208.95535506184896,90.79805117594401,262.7443279229795,201.82850588472508,60.91582220887985
1,287.2222880859375,205.05269651692709,82.16959160563151,262.7443279229795,201.82850588472508,60.91582220887985
2,271.65830016276044,194.34720384928386,77.31109614664713,262.7443279229795,201.82850588472508,60.91582220887985
3,263.69175943196615,189.18283025716147,74.50892893473308,262.7443279229795,201.82850588472508,60.91582220887985
4,245.10070018717448,171.23447212727865,73.86622818603516,262.7443279229795,201.82850588472508,60.91582220887985
5,225.96757913411457,151.64976139322917,74.31781753743489,190.4937165964145,121.02675358098917,69.46696267417444
6,215.51112689615886,140.861597273763,74.64952946370443,190.4937165964145,121.02675358098917,69.46696267417444
7,207.35094079589842,132.3396322672526,75.0113086344401,190.4937165964145,121.02675358098917,69.46696267417444
8,201.47154973144532,126.23769902750651,75.23385066731771,190.4937165964145,121.02675358098917,69.46696267417444
9,196.86836102701824,121.4852068766276,75.38315419921875,190.4937165964145,121.02675358098917,69.46696267417444
10,192.94731635742187,117.42920782470704,75.51810866292318,168.49150948326428,96.85258184073452,71.63892754502952
11,189.6563551595052,114.03651043701171,75.61984471842447,168.49150948326428,96.85258184073452,71.63892754502952
12,186.87432700195313,111.1924136352539,75.68191349690755,168.49150948326428,96.85258184073452,71.63892754502952
13,184.32788372395834,108.6123432047526,75.71554042561849,168.49150948326428,96.85258184073452,71.63892754502952
14,182.05134923502604,106.32224556070963,75.72910391845703,168.49150948326428,96.85258184073452,71.63892754502952
15,180.04772747395833,104.32304121907552,75.72468628336588,159.62538088472508,87.21305988543331,72.41232046304039
16,178.29202333170574,102.5724321044922,75.7195912516276,159.62538088472508,87.21305988543331,72.41232046304039
17,176.71186978352864,101.00919611002604,75.70267355957031,159.62538088472508,87.21305988543331,72.41232046304039
18,175.1689386393229,99.49819576416016,75.67074289957682,159.62538088472508,87.21305988543331,72.41232046304039
19,173.8782826578776,98.22717056477865,75.65111215820312,159.62538088472508,87.21305988543331,72.41232046304039
20,172.56168705240884,96.95783052978516,75.60385664876303,154.89984408735086,82.54205895079592,72.35778477092902
21,171.5108697265625,95.94951030273438,75.56135920817057,154.89984408735086,82.54205895079592,72.35778477092902
22,170.55012027994792,95.03120592447917,75.51891429036458,154.89984408735086,82.54205895079592,72.35778477092902
23,169.62690993652345,94.14478162027994,75.48212826334635,154.89984408735086,82.54205895079592,72.35778477092902
24,168.73163881022134,93.29309980061849,75.43853893636067,154.89984408735086,82.54205895079592,72.35778477092902
