,train_loss,train_log_PxGz,train_log_PzL,train_log_rest,val_loss,val_log_PxGz,val_log_PzL,val_log_rest
0,346.52704573567706,209.69417491861978,45.40708237915039,91.42578841145833,293.4333861719686,199.44566150214345,29.723221848947933,64.26450284525228
1,326.41139241536456,203.8102615234375,40.66966196695964,81.93146890462239,293.4333861719686,199.44566150214345,29.723221848947933,64.26450284525228
2,302.0175381673177,192.08830258789064,36.54499653116862,73.38423914388021,293.4333861719686,199.44566150214345,29.723221848947933,64.26450284525228
3,271.838691788737,170.90973771158855,34.45827963460287,66.47067434895834,293.4333861719686,199.44566150214345,29.723221848947933,64.26450284525228
4,242.25317062988282,145.59280184733072,33.5474105855306,63.11295820719401,293.4333861719686,199.44566150214345,29.723221848947933,64.26450284525228
5,227.21747060546875,134.90420127360025,33.135531978352866,59.177737353515624,174.42698615808456,107.93537215455271,31.79760725734333,34.69400672181346
6,214.35510684407552,126.3057914469401,33.13970774536133,54.90960765177409,174.42698615808456,107.93537215455271,31.79760725734333,34.69400672181346
7,202.78467123209634,119.27621832682291,33.361525970458985,50.14692693481445,174.42698615808456,107.93537215455271,31.79760725734333,34.69400672181346
8,193.48148118489584,114.23875719807943,33.65668390096029,45.58604008585612,174.42698615808456,107.93537215455271,31.79760725734333,34.69400672181346
9,184.7836080078125,109.5984789835612,33.969087756347655,41.21604126790365,174.42698615808456,107.93537215455271,31.79760725734333,34.69400672181346
10,177.36739635416666,105.9339587890625,34.28203780110677,37.1513997639974,132.52349897390738,86.71991010671988,33.04609202424558,12.757496842941919
11,170.78129106445311,102.77556498616536,34.58871095581055,33.41701512247722,132.52349897390738,86.71991010671988,33.04609202424558,12.757496842941919
12,165.2111054280599,100.41125252685546,34.877229659016926,29.9226232421875,132.52349897390738,86.71991010671988,33.04609202424558,12.757496842941919
13,160.33590638020834,98.26874656575521,35.14577221272786,26.92138760172526,132.52349897390738,86.71991010671988,33.04609202424558,12.757496842941919
14,156.10155478515625,96.61320784098308,35.39105912679037,24.097287817382814,132.52349897390738,86.71991010671988,33.04609202424558,12.757496842941919
15,152.51442610677083,95.19586375325521,35.610716455078126,21.7078458984375,114.08070924411567,80.94755678512037,33.48893926699702,-0.35578680800172846
16,149.17091725260417,93.89944730224609,35.79644036865234,19.47502958170573,114.08070924411567,80.94755678512037,33.48893926699702,-0.35578680800172846
17,146.45547917073569,92.86894215494792,35.96137985432943,17.625157161458333,114.08070924411567,80.94755678512037,33.48893926699702,-0.35578680800172846
18,143.81924188639323,91.83428533935547,36.098737642415365,15.886218904622396,114.08070924411567,80.94755678512037,33.48893926699702,-0.35578680800172846
19,141.65638435058594,91.05805780843099,36.21781596272786,14.380510579427083,114.08070924411567,80.94755678512037,33.48893926699702,-0.35578680800172846
20,139.53808556315104,90.21573428141276,36.311332977294924,13.01101830444336,103.73557154743816,78.4786973410902,33.57041921402319,-8.31354500767522
21,137.3412669637044,89.39539397786459,36.3906587504069,11.555214235432942,103.73557154743816,78.4786973410902,33.57041921402319,-8.31354500767522
22,135.46240212809244,88.66684878336588,36.44642565511068,10.349127689615885,103.73557154743816,78.4786973410902,33.57041921402319,-8.31354500767522
