,train_loss,train_beta_loss,train_rec,val1_loss,val1_beta_loss,val1_rec,val2_loss,val2_beta_loss,val2_rec
0,204.07719525276346,204.07719525276346,195.95957654587767,161.45172271728515,161.45172271728515,148.34430847167968,153.75450706481934,153.75450706481934,148.54845695495607
1,146.7815753693276,146.7815753693276,131.77423741766748,134.1133934020996,134.1133934020996,117.83450202941894,127.80080223083496,127.80080223083496,117.78998317718506
2,128.00316912062624,128.00316912062624,111.43519923433344,121.46609783172607,121.46609783172607,103.96755504608154,116.43364429473877,116.43364429473877,103.9803855895996
3,119.64427136360331,119.64427136360331,101.90671081542969,116.07363433837891,116.07363433837891,97.93958396911621,110.65823612213134,110.65823612213134,97.30582790374756
4,114.86926142915766,114.86926142915766,96.14018379373753,112.0598237991333,112.0598237991333,92.75458889007568,107.57637577056884,107.57637577056884,92.89209594726563
5,111.8783217734479,111.8783217734479,92.44143040433843,110.03303127288818,110.03303127288818,90.28194923400879,105.58083477020264,105.58083477020264,90.39839878082276
6,109.74523815398521,109.74523815398521,89.85285826338098,107.81424980163574,107.81424980163574,87.68650588989257,103.76506404876709,103.76506404876709,87.96652507781982
7,107.9678098962662,107.9678098962662,87.65265252945271,106.146075630188,106.146075630188,85.61223850250244,101.958131980896,101.958131980896,85.7112829208374
8,106.53286366564163,106.53286366564163,85.89930614714928,104.72306385040284,104.72306385040284,84.07045440673828,101.14984245300293,101.14984245300293,84.55352382659912
9,105.46296893180684,105.46296893180684,84.6060771860975,104.56483516693115,104.56483516693115,83.80410404205323,100.19309253692627,100.19309253692627,83.70189990997315
10,104.63748269588389,104.63748269588389,83.60282011640832,103.21639156341553,103.21639156341553,82.19290218353271,98.94115676879883,98.94115676879883,82.08304481506347
11,103.86751458999959,103.86751458999959,82.70425561133851,103.34243927001953,103.34243927001953,82.49456577301025,98.80135288238526,98.80135288238526,82.29790229797364
12,103.26429823205827,103.26429823205827,81.96856075855011,102.72155170440674,102.72155170440674,81.47739429473877,98.62060565948487,98.62060565948487,81.8085470199585
13,102.70180121888505,102.70180121888505,81.32427153891706,101.75777378082276,101.75777378082276,80.15629482269287,98.06401824951172,98.06401824951172,80.5529592514038
14,102.21164151455494,102.21164151455494,80.74995402883977,101.33662567138671,101.33662567138671,80.12651081085205,97.41838092803955,97.41838092803955,80.29898185729981
15,101.79913323585023,101.79913323585023,80.2278823852539,101.14196815490723,101.14196815490723,79.4094591140747,97.13070697784424,97.13070697784424,79.44438972473145
16,101.34992951738073,101.34992951738073,79.7677140905502,101.11973094940186,101.11973094940186,79.35999717712403,96.8447416305542,96.8447416305542,79.10787353515624
17,100.96130848336728,100.96130848336728,79.2646221729035,100.8968936920166,100.8968936920166,78.97717056274413,96.44311923980713,96.44311923980713,78.84153270721436
18,100.77610756082737,100.77610756082737,79.03450028439785,100.11317958831788,100.11317958831788,78.3772985458374,96.43521881103516,96.43521881103516,78.96655044555663
19,100.38990777198305,100.38990777198305,78.59643389113405,100.09904918670654,100.09904918670654,78.23366222381591,95.95809154510498,95.95809154510498,78.13710708618164
20,100.02965656037026,100.02965656037026,78.16176274076422,99.8176420211792,99.8176420211792,77.66783962249755,95.48418064117432,95.48418064117432,77.43870258331299
21,99.82022205109291,99.82022205109291,77.89600482697182,99.40153007507324,99.40153007507324,77.25379581451416,95.70227966308593,95.70227966308593,77.61245555877686
22,99.58846990707073,99.58846990707073,77.61600127524518,99.1939266204834,99.1939266204834,77.09829998016357,95.29186897277832,95.29186897277832,77.1756965637207
23,99.32350161937957,99.32350161937957,77.29546307502909,98.97409439086914,98.97409439086914,76.81108131408692,94.88438987731934,94.88438987731934,76.60623073577881
24,99.13420117966672,99.13420117966672,77.01601263817321,99.08915996551514,99.08915996551514,76.86757259368896,94.96960639953613,94.96960639953613,76.9996675491333
25,98.9135392858627,98.9135392858627,76.75270596767994,98.48829650878906,98.48829650878906,76.0347993850708,94.80706386566162,94.80706386566162,76.37874336242676
26,98.63064507017744,98.63064507017744,76.35274992597864,98.53610343933106,98.53610343933106,76.16899452209472,94.40690536499024,94.40690536499024,76.092728805542
27,98.43656642183345,98.43656642183345,76.08284577714636,98.5332483291626,98.5332483291626,76.37058773040772,94.13357334136963,94.13357334136963,76.00346202850342
28,98.21811565642662,98.21811565642662,75.82695698839552,97.85683059692383,97.85683059692383,75.87674179077149,93.61604042053223,93.61604042053223,75.65534343719483
29,97.95999541587018,97.95999541587018,75.52867636173329,97.90375728607178,97.90375728607178,75.3970100402832,93.94580268859863,93.94580268859863,75.40652351379394
30,97.84034748483211,97.84034748483211,75.34960271957073,97.87937335968017,97.87937335968017,75.43726634979248,93.9320405960083,93.9320405960083,75.50012264251708
31,97.69302553217462,97.69302553217462,75.18331938398646,98.05808334350586,98.05808334350586,75.62950038909912,93.93318042755126,93.93318042755126,75.57293148040772
32,97.56166287685963,97.56166287685963,74.99393274834816,97.73332290649414,97.73332290649414,75.25265121459961,93.52360668182374,93.52360668182374,75.00576667785644
33,97.50087656873337,97.50087656873337,74.87421060115733,97.58853683471679,97.58853683471679,74.80888710021972,93.29043197631836,93.29043197631836,74.51433506011963
34,97.26223725663854,97.26223725663854,74.61567207498753,97.26678218841553,97.26678218841553,74.89138793945312,93.25711460113526,93.25711460113526,74.85149173736572
